cid,mp
25137844,"Molecular weight: 244.79; white to off-white crystalline powder; melting point range: 201-203 °C; freely soluble in alcohol and chloroform; very soluble in water; virtually insoluble in ether; pH 4.6-5.6 for a 1% aqueous solution /Cevimeline hydrochloride/"
454216,"135-136 °C"
3899,"166.5 °C"
57697,"310-311 °C (decomposes)"
4679,"139-140 °C, decomposes"
5734,"160-163 °C"
14710,"260-262 °C (decomposes)"
64965,"195 °C (decomposes)"
135398744,"187-189 °C"
6235,"162.5-163 °C"
15533,"45-46 °C"
61286,"<-37 °C"
16682828,"16 °C"
61948,"52 °C"
62097,"66 °C"
5152,"75.7-76.5 °C"
71384,"193 °C"
5029,"99-100 °C (decomposes)"
4829,"183-184 °C"
60947,"223-225 °C"
8916,"17 °C"
4054,"White to off white fine powder. Crystals from alcohol/ether. MP: 290-295 °C, also reported as 290-295 °C. Soluble in water. /Memantine hydrochloride/"
23937,"3033 °C"
5429,"357 °C"
11617,"-85 °C"
6128,"173-174 °C (crystals from hexane)"
586,"Decomposes at 303 °C"
60877,"136-140 °C"
18283,"165-166 °C"
26164,"380-386 °C"
3032840,"200-250 °C"
N/A,"72 °C"
6058,"97-98.5 °C"
73674,"186 °C"
36565,"61 °C"
3002190,"187-188 °C"
9651,"126-127 °C"
5479,"127-128 °C"
3446,"162-166 °C; also reported as 165-167 °C"
10624,"220-228 °C"
6693,"273-274 °C"
5281303,"154-158 °C"
86287518,"144 °C"
125098,"< -170 °C"
6553,"-55.49 °C"
7891,"-112 °C"
11201,"-63 °C"
23966,"1,173 °C /Americium metal/"
23997,"900 +/- 30 °C (metal)"
N/A,"1,345 °C /Metal/"
23993,"1522 °C"
8001,"-36 °C"
3023,"99.5 °C"
N/A,"1051 °C /Actinium metal/"
134159042,"644 °C /Elemental/"
N/A,"254 °C /Elemental/"
3444,"84 °C"
3365,"138-140 °C"
468595,"170-172 °C"
19988,"145 °C"
51040,"83.5 °C"
5373773,"Solidifies below -25 °C"
6267,"234-235 °C"
10452,"112.3 °C"
2723,"115.5 °C"
3830,"266-267 °C"
8163,"15 °C"
5281078,"93-94 °C"
60855,"256 °C"
5338,"247.5 °C"
54675769,"152-156 °C (decomposes)"
2082,"208-210 °C"
47576,"146 °C"
86102,"105 °C"
6580,"119-120 °C"
26111,">325 °C"
33360,"70-72 °C"
9832750,"116-119 °C"
82146,"230-231 °C"
68911,"86 to 88 °C"
2165,"208 °C (decomposes)"
21630,"-68.3 °C using OECD Guideline 102 (Melting point/Melting Range)"
5035,"143-147 °C"
3902,"181-183 °C"
2187,"81-82 °C"
60198,"188-191 °C"
91778,"100-101 °C"
197701,"107.5 °C"
9507,"decomposes 265-275 °C"
247,"Decomposes around 293 °C"
5281224,"182-183 °C"
439213,"88 °C"
2761171,"164-166 °C (decomposes)"
4735,"Decomposes at 186 °C"
5280961,"297-298 °C (slight decomposition)"
6035,"187-189 °C"
441401,"181.5-182.5 °C"
5905,"Decomposes at 160 °C"
6093,"260-262 °C"
522689,"858 °C"
5447,"-10.2 °C"
24594,"8.77 °C"
24606,"-60.5 °C"
3348,"195-197 °C"
22947,"90 °C /OECD Guideline 102/"
61828,"163-164 °C"
204,"239 °C /Racemic form/"
5781,"256 °C (decomposes)"
2145,"159-150 °C"
5802,"310 °C"
6422843,"63.7 to 65.2 °C"
182951,"126-127 °C"
213013,"142.8 to 143.8 °C"
53297381,"167 °C"
4076,"35-36 °C"
9862076,"152.7 °C"
6931,"76 °C"
39327,"85-90 °C (tech., 65-84 °C)"
6422,"-15.4 °C"
896,"116-118 °C"
1066,"228.5 °C"
4075,"283 °C"
670,"90 °C"
91497,"57-58 °C"
89440,"54.5 °C"
60846,"116-117 °C"
2541,"183-185 °C"
5281037,"260-261 °C"
56339,"173-176.5 °C"
34312,"215-216 °C"
3331,"151-153 °C"
3878,"216-218 °C (uncorr)"
5284583,"117 °C"
4843,"151.5 - 152.5 °C"
5486971,"186-188 °C"
5284627,"125-126 °C"
25914,"Freezing point: -78 °C"
23056,"164 °C"
23982,"1313 °C"
23957,"2157 °C"
41381,"55-56 °C"
6918204,"124 °C"
60714,">225 °C"
10686,"-25.4 °C"
77999,"153-155 °C"
3034010,"43 °C"
2123,"172-174 °C"
20279,"220 °C (softens), resolidifies, turns brown and does not melt below 300 °C"
445154,"253-255 °C"
11349,"171 to 172 °C"
5280443,"345-350 °C"
5281855,">360 °C"
6948,"225 °C"
153920,"137.5 °C"
46893156,"141-146 °C /Emamectin benzoate/"
5073,"170 °C"
1645,"115-116 °C"
N/A,"53 °C"
4236,"164-166 °C"
4614,"160.5 to 161.5 °C"
10917,"197 °C (dec)"
65999,"261-263 °C"
85875,"60.5 to 60.1 °C"
16630,"136-138 °C"
64505,"-30 °C"
9213,"73 °C"
11362,"195 °C"
65582,"39-40 °C"
644209,"214-217 °C (7beta isomer, melts at 280 °C)"
N/A,"240 °F (low density polyethylene); 275 °F (high density polyethylene)"
3520,"50 °C"
9828343,"212-215 °C"
2478,"114-118 °C"
60838,"222-223 °C"
N/A,"106.1 °C"
23558,"94-100 °C /OECD Guideline 102/"
80277,"Pour point 6 °C"
125468,"62.5-64 °C"
11505,"61.5 °C"
11011,"-42 °C"
12433,"48 °C"
6415,"129-135 °C"
21574,"less than -60 °C"
6227,"50 °C"
2381,"101 °C"
128563,"238-240 °C; also reported as 242-244 °C"
180081,"68.5-69 °C"
3564,"229-231 °C"
N/A,"79-80 °C"
7244,"5.6 °C"
11563,"33 °C"
7808,"66.4 °C"
12005,"38 °C"
11847,"56.5 °C"
26665,"113.5 °C"
2375,"191-193 °C"
60953,"110-121 °C"
2266,"160.5 °C"
42981,"-7 °C"
440936,"199 °C"
3840,"153.5 °C"
62389,"234-235 °C"
69610,"-35 °F /-37 °C/"
8769,"-50 °C"
4919,"85.5 to 86.5 °C"
5281672,"357 °C"
5280794,"170 °C"
5570,"Colorless prisms. MP: 218 °C (decomposes). Very soluble in water. Soluble in alcohol; nearly insoluble in ether, benzene, and chloroform /Trigonelline anhydrous/"
64945,"284 °C"
72300,"101.5-102 °C"
5099,"171-175 °C"
449093,"207-208 °C"
62329,"111.5 °C"
6753,"85 °C"
6669,"135.5 °C"
33121,"185.9 °C /OECD Guideline 102 (Melting point / Melting Range)/"
4472,"151.6 °C"
127151,"170-171 °C"
4528,"179-181 °C"
5280863,"277 °C"
86132,"106.2-106.9 °C"
61109,"-130 °C"
6463,"150 °C"
15381,"221 °C"
10045,"5.6 °C"
N/A,"265 °C"
N/A,"Heat of fusion = 1.0460X10+8 J/kmol at melting point"
123591,"At 260 K, a first-order phase transition from face-centered cubic crystal structure to a simple cubic structure is observed, accompanied by a lattice contraction. ... At 90 K the molecules rearrange to attain the best global minimum. ... At this temperature, the rotational degrees of freedom are frozen, and the solid structure is designated as a pseudo-face-centered cubic crystal structure. C70 Fullerene is rotationally disordered at room temperature and undergoes a transition to a low-temperature phase."
N/A,"1843 °C"
17778,"276 °C"
18981,"302 °C"
10911,"-3 °C"
17719,"-10 °C"
637568,"101.70 °C"
12902,"131 °C"
8272,"Decomposes at 279 °C (An orange discoloration with formation of a green sublimate sets in at 210 °C)"
8273,"241.5 °C"
14385,"161 °C"
92873,"210 °C"
52997,"202 °C"
41368,"118-130 °C"
40087,"210.5 - 212.5 °C (decomposes)"
3463,"62 °C"
3339,"80-81 °C"
150311,"164-166 °C"
2678,"110-115 °C"
54677470,"254 °C (decomposes)"
5358,"169-171 °C"
4652,"238-240 °C"
4654,"253-255 °C"
12749,"144 °C"
13195,"56 °C"
6396,"-99.06 °C"
5198,"64 °C (decomposes)"
2578,"31 °C"
104799,"85 °C"
2950,"193 °C"
62274,"297 °C"
1530,"327 °C"
62134,"190-192 °C"
24121,"approximately 215 °C (decomposes)"
47289,"63 °C"
439260,"217 °C (decomposes)"
60961,"235.5 °C"
4485,"172-174 °C"
61547,">650 °C"
166710,"Decomposes"
8157,"about 20 °C"
409301,"170 °C"
208902,"113-115 °C"
213039,"74 °C (decomposes)"
N/A,"107.5 to 108 °C"
N/A,"17-22 °C"
6288,"256 °C (decomposes)"
6306,"284 °C (decomposes)"
6106,"293 °C"
6287,"315 °C (closed capillary)"
11839,"88 °C"
N/A,"1535 °C (decomposes)"
10824,"-1 °C"
864,"47.5-48 °C"
61697,"-66 °C"
N/A,"Freezing point = 110 °C"
20055408,"100 °C"
3607,"Freezing point = 70 °C"
10850,"10 °C"
67940,"-126.8 °C"
61198,"Freezing point: -11.3 °C"
61600,"Decomposes at 190 °C"
61789,"Decomposes at 235 °C"
61818,"107 °C"
4380970,"98 °C"
N/A,"-30 °C to 30 °C"
55283,"166.2 °C"
4168,"146.5-148 °C"
214348,"264-265 °C"
2481,"138.5 °C"
4195,"150 °C"
10110,"18 °C"
24530,"-80 °C"
11575,"-31.3 °C"
23951,"1072 °C"
N/A,"MP: 664 °C /Samarium tribromide/"
1045,"27.5 °C"
273,"11.83 °C"
12512,"-94 °C"
9638,"-129 °C"
6431,"-100.015 °C"
9639,"-86.1 °C"
3503,"184 °C (from ether); 199 °C (from chloroform); 214 °C (from ligroin)"
39185,">300 °C"
39184,"300 °C"
11271640,"208-210 °C"
11292824,"96.4-97.3 °C"
11693711,"201 °C"
11048796,"103-108 °C"
11556911,"123 °C"
9907412,"98 °C"
11193251,"217.5-220.7 °C"
210326,"120.5-121.6 °C"
11159021,"149 °C"
11784975,"223-234 °C"
11091168,"157 °C"
11409499,"195.4 °C"
12056760,"200 °C (decomposes)"
12056759,"230-240 °C (decomposes)"
6451142,"139.1-144.5 °C"
11419598,"199.5 °C"
68873,"201.3 °C"
14687,"Crystals from methanol + water. MW: 384.51. MP: approximately 126-127 °C. Spcific optical rotation: =72.5 deg at 25 °C/D (chlorform) /Ethyndiol diacetate/"
6540478,"214-218 °C"
5857,"158-160 °C"
11648,"-87.2 °C"
3034396,"104 °C"
23968,"-186.36 °C triple point (69 kPa)"
N/A,"580 °C"
8738,"Freezing point: -43 °C"
62750,"342.3 °C"
18087,">320 °C"
31246,"-33 °C"
81530,"-20 to -25 °C"
23984,"-165 °C"
85689,"32 °C"
11251,"-93.1 °C"
23935,"-248.609 °C triple point (43 kPa)"
62586,"-52.7 °C"
71329,"147-149 °C ... from hexane/ethyl acetate, mp 151-152 °C ... also reported as white crystalline solid, mp 161 °C"
208898,"149-153 °C"
5311,"159-160.5 °C"
13633097,"<-50 °C"
105010,"206.2 - 208 °C"
9834513,"157.5 °C"
5821911,"139.1 °C"
213012,"163.5 °C"
177863,"94.8 °C"
11700495,"220-221 °C (decomposes); also reported as 193.5-230.5 °C"
86426,"201.1 to 201.7 °C"
9576412,"101.1 to 102.4 °C"
6537961,"139-140.5 °C"
443031,"148-150 °C"
3391107,"105-106 °C"
91779,"176-178 °C"
86356,"77.5-80 °C"
114994,"198.0 to 199.0 °C"
73281,"172 °C"
91770,"204-206 °C"
93539,"164-166 °C"
91766,"169-172 °C (decomposes)"
440995,"Decomposes at 203.5 °C"
6270,"140 °C"
71485,"130 °C"
N/A,"93.5 °C"
222285,"121.5 °C"
157355,"146 °C"
493591,"146-147 °C"
19700,"283 °C (decomposes)"
16887,"290 °C (decomposes)"
N/A,">250 °C"
5281228,"176 °C"
20111961,"MW 311.80; MP: 238-239 °C with decomposition; Soluble in chloroform, methanol, deionized water /3,4-Methylenedioxypyrovalerone hydrochloride/"
237332,"31.5 °C"
93379,"165-170 °C"
62648,"Decomposes at 120 °C"
61745,"100 °C (decomposes)"
6379,"420 °C (decomposes)"
123325,"947 °C"
2088,"233-235 °C (decomposes)"
62258,"46.5 °C"
10382701,"54-60 °C"
20431,"235-238 °C"
31416,"218 °C"
21223,"288 °C (decomposes)"
8578,"125-126 °C"
6049,"MP: 242 °C /EDTA disodium dihydrate/"
137994,"71.5 °C"
160506,"66 °C"
10083,"97.5 °C"
6089,"46 °C"
N/A,"197-198 °C"
441314,"114 °C"
6739,"15 °C"
6977,"56 °C"
152946,"208-209 °C (decomposes)"
9571107,"235-237 °C"
149096,"225-227 °C (decomposes)"
4539,"220-221 °C"
4583,"250-257 °C (decomposes)"
10238657,"128.6-130.0 °C"
23667639,">300 °C"
62738,"136 °C (range of 149-152 °C)"
522684,"1.9 °C"
4993,"233-234 °C (capillary); 240-242 °C (copper block)"
7292,"-29.5 °C"
853433,"-10 °C"
7626,"58 °C"
67215,"102 °C"
9013,"173.5 °C"
10868,"34.5 °C"
6731,"241 °C"
26423,"158 °C"
84029,"217-220 °C (decomposes) ... Also reported as mp 222-225 °C"
5284604,"248-249 °C (decomposes)"
216210,"276-277 °C"
3739,"306-308 °C"
5388937,"approximately 200 °C"
6323289,"approximately 150 °C"
6432,"-147.6 °C"
65492,"Decomposes at about 300 °C without melting"
3724,"240-250 °C"
23672589,"261-262 °C (decomposes)"
60172,">250 °C"
54682461,"86-89 °C"
66166,"120.5 °C"
6626,"240.5 °C"
11742,"74.5 °C"
73864,"159- 162 °C"
12111,"162.5 °C"
6620,"140 °C"
23284,"Freezing point: -70 °C"
73659,"249 - 250 °C"
479503,"147 °C"
5281612,"256-258 °C"
24864132,"208 °C"
26176,"-42 °C"
3324,"102-104 °C"
135398748,"275-277 °C ... /also reported as/ 272-275 °C"
6256,"186-189 °C"
3675,"Crystals; mp: 174 °C /Phenelzine hydrochloride/"
57469,"292-294 °C"
92727,"124-127 °C"
115237,"179.8 °C"
10341,"4-5 °C"
6451164,"242 °C"
135398745,"195 °C"
60966,"63 °C"
21648,"82.5 °C"
5961,"184-185 °C (decomposes)"
439378,"174.20"
1123,"325 °C (decomposes)"
57350325,"1910 °C"
9839306,"Liquid at room temperatures"
121892,"138-145 °C"
216239,"205.6 °C"
197060,"148 °C"
962,"0 °C"
92839,"11.4 °C"
44374,"250.5-251 °C; 255-256 °C"
50958,"250-250.5 °C"
50961,"211-212 °C"
104752,"4.48 °C"
24602,"3.81 °C; triple point 3.82 °C"
N/A,"-18 to -10 °C"
N/A,"Melts at 22-31 °C; Solidifies at -10 to 16 °C"
216237,"225.9 °C"
6918314,"MP: 227-279 °C /Vilazodone hydrochloride/"
39800,"50-51 °C"
10096344,"202 °C"
71360,"118-120 °C"
135415867,"212-214 °C"
5281233,"186 °C (effervescence) /Di-gentiobiose ester/"
3749,"180-181 °C"
5388906,"118 °C"
638072,"-4.8 °C"
N/A,"Semicrystalline polymer. Melting point: 180 °C; Glass transition temperature: 55 °C /poly-L-lactic acid/"
16723172,"112 °C (99.7% purity)"
86398,"199.8 °C"
5281081,"162-163 °C"
2116,"2.5-3.5 °C"
643820,"<-15 °C"
65575,"86 °C"
31234,"<-18 °C"
26955,"-35 °C"
33344,"54-55 °C"
17520,"156.6 °C"
1268142,"36-37 °C"
N/A,"171 °C"
76452,"6 °C (pour point), OECD Guideline 102 (Melting point / Melting Range)"
11597698,"120-122 °C"
5281004,"221-232 °C (decomposes)"
67818,"30 °C"
6345,"-136.8 °C"
9868,"-111.8 °C"
12722,"-94.2 °C"
86240,"Freezing point: -80 °C"
4595,"231-232 °C"
9926791,"White crystalline solid. MP: 199-206 °C /Tofacitinib monocitrate/"
2754,"159.4-160.3 °C"
104150,"Less than -20 °C"
7476,"38.2 °C"
8369,"161.5 °C"
19309,"77-79 °C"
5462306,"200-201 °C"
5408233,"197-198 °C"
11747,"-52 °C"
2972,"266-268 °C; also reported as MP 263-269 °C"
40632,"102-104 °C; also as MP 103-105 °C from benzene-light petroleum"
2789,"166-168 °C"
15979,"-60 °C /freezing point/"
12398,"21.97 °C"
11635,"28.17 °C"
12401,"31.50 °C"
8222,"36.48 °C"
12403,"40.4 °C"
12405,"43.8 °C"
12534,"47.4 °C"
12592,"50.3 °C"
12406,"53.3 °C"
12407,"56.09 °C"
11636,"58.8 °C"
12408,"61.3 °C"
12409,"63.7 °C"
12535,"65.9 °C"
12410,"68 °C"
11008,"69.7 °C"
12411,"71.2 °C"
12412,"75.081 °C"
1548972,"MW: 433.46. White to pale yellow powder. Hygroscopic. MP: 194-197 °C. Soluble in water, ethanol, methanol /Fluvastatin sodium salt/"
91699,"63.5 °C"
86173,"78.6 °C"
57501498,"76-77 °C (i-PrOH/H2O)"
60815,"Crystals from methanol + ether. MP: 212-214 °C /Remifentanil hydrochloride/"
61996,"Crystals from isopropanol. MP: 272-8-273.6 °C /3-Methylfentanyl hydrochloride/"
31116,"175 °C (decomposes)"
10569,"343 to 345 °F (NTP, 1992)"
6734,"203 °F (NTP, 1992)"
9161,"200.3 to 202.1 °F (NTP, 1992)"
7765,"-148 °F (USCG, 1999)"
177,"-190.3 °F (NTP, 1992)"
178,"180.1 °F (NTP, 1992)"
904,"237.7 °F (NTP, 1992)"
1986,"496 to 498 °F (effervescence) (NTP, 1992)"
176,"61.9 °F (NTP, 1992)"
7918,"-99.6 °F (NTP, 1992)"
7592,"187 °F (NTP, 1992)"
1989,"370 to 374 °F (NTP, 1992)"
180,"-137 °F (NTP, 1992)"
6406,"-2.2 °F (EPA, 1998)"
6342,"-49 °F (NTP, 1992)"
7410,"67.5 °F (USCG, 1999)"
10482,"-141.7 °F (USCG, 1999)"
6367,"-170 °F (NTP, 1992)"
8040,"17 °F (USCG, 1999)"
8247,"264 to 270 °F (NTP, 1992)"
2723593,"329 to 336 °F (NTP, 1992)"
5897,"381 °F (NTP, 1992)"
6326,"-119 °F (Sublimes) (NIOSH, 2024)"
6588,"30 °F (NTP, 1992)"
2244,"275 °F (NTP, 1992)"
9215,"225 to 230 °F (NTP, 1992)"
7847,"-126 °F (EPA, 1998)"
345512,"347 to 349 °F (NTP, 1992)"
6579,"184 °F (EPA, 1998)"
6581,"55 °F (NTP, 1992)"
7855,"-116 °F (EPA, 1998)"
457193,"467 to 469 °F (decomposes) (NTP, 1992)"
12364,"428 °F (NTP, 1992)"
196,"304 °F (USCG, 1999)"
8128,"36.1 °F (EPA, 1998)"
443939,"399 to 401 °F (Decomposes) (NTP, 1992)"
186907,"514 to 516 °F (NTP, 1992)"
2724362,"459 to 464 °F (NTP, 1992)"
439517,"397 to 406 °F Decomposes (NTP, 1992)"
9570071,"210 to 214 °F (EPA, 1998)"
9570092,"70 °F (NTP, 1992)"
12310947,"219 °F for pure product; 120 to 140 °F for technical product. (EPA, 1998)"
444795,"354 to 360 °F (NTP, 1992)"
312231,"464 °F (decomposes) (NTP, 1992)"
7858,"-200 °F (EPA, 1998)"
7841,"-182 °F (USCG, 1999)"
7850,"-210.1 °F (NTP, 1992)"
18052,"-112 °F (USCG, 1999)"
7838,"-148 °F (NTP, 1992)"
5971,"-112 °F (NTP, 1992)"
16591,"5 °F (NTP, 1992)"
11181,"162 to 165 °F (NTP, 1992)"
7853,"-126 °F (NTP, 1992)"
1549517,"158 to 172 °F (NTP, 1992)"
12309460,"226 to 230 °F (NTP, 1992)"
25607,"115 to 120 °F (NTP, 1992)"
25608,"78.4 °F (NTP, 1992)"
N/A,"316 °F (NTP, 1992)"
6488,"244 °F (NTP, 1992)"
444913,"532 °F (decomposes) (NTP, 1992)"
10758,"14 °F (also given as 72 °F) (NTP, 1992)"
7409,"68 °F (NTP, 1992)"
8640,"122 °F (NTP, 1992)"
11080,"136 °F (NTP, 1992)"
6654,"-67 °F (NTP, 1992)"
N/A,"36.5 to 38.3 °F (NTP, 1992)"
24012,"381 °F (USCG, 1999)"
24012,"-30 °F (USCG, 1999)"
26053,"163 °F (USCG, 1999)"
9989226,"3632 °F (NIOSH, 2024)"
16126812,"Does not melt or decompose at temperatures up to 1832 °F. (EPA, 1998)"
5359268,"1220 °F (NIOSH, 2024)"
5359268,"1220 °F (NIOSH, 2024)"
24850,"3.9 °F (USCG, 1999)"
16682930,"-51 °F (USCG, 1999)"
5359268,"1220 °F (NIOSH, 2024)"
N/A,"greater than 572 °F (NTP, 1992)"
16230,"560.3 °F (NTP, 1992)"
6681,"439 °F (NTP, 1992)"
11807,"89.6 °F (USCG, 1999)"
6702,"401 °F (NTP, 1992)"
3417419,"261 °F (NTP, 1992)"
520926,"392 to 396 °F (NTP, 1992)"
16526,"428 °F (Decomposes) (NTP, 1992)"
22823,"257 to 261 °F (NTP, 1992)"
62274,"565 to 568 °F (NTP, 1992)"
53462,"greater than 572 °F (NTP, 1992)"
22586,"320 °F (NTP, 1992)"
10699,"203 to 205 °F (decomposes) (NTP, 1992)"
4921319,"336 °F (NTP, 1992)"
7382,"189 to 190 °F (NTP, 1992)"
3894848,"437 °F (Decomposes) (NTP, 1992)"
4348294,"306 °F (NTP, 1992)"
29872,"397 to 401 °F (NTP, 1992)"
7265,"284 to 286 °F (decomposes) (NTP, 1992)"
28207,"257 to 261 °F (NTP, 1992)"
21622,"307 to 311 °F (NTP, 1992)"
15132,"279 to 282 °F (NTP, 1992)"
7264,"279 °F (NTP, 1992)"
17820,"313 to 315 °F (NTP, 1992)"
4312530,"545 °F (decomposes) (NTP, 1992)"
3613389,"293 to 297 °F (anhydrous) (NTP, 1992)"
40301,"354 to 358 °F (NTP, 1992)"
34665,"266 °F (Decomposes) (NTP, 1992)"
34757,"365 to 372 °F (NTP, 1992)"
4984721,"388 to 396 °F (decomposes) (NTP, 1992)"
8486,"396 °F (decomposes) (NTP, 1992)"
12213213,"Decomposes (NTP, 1992)"
7192,"322 to 325 °F (NTP, 1992)"
15630,"329 to 333 °F (NTP, 1992)"
17818,"320 to 347 °F (sublimes) (NTP, 1992)"
22704,"477 to 480 °F (NTP, 1992)"
8588,"208 to 212 °F (NTP, 1992)"
101513,"Decomposes at 428 °F (NTP, 1992)"
208384,"270 °F (NTP, 1992)"
7019,"466 °F (NTP, 1992)"
11937,"460 to 466 °F (NTP, 1992)"
8341,"577 to 583 °F (NTP, 1992)"
6051,"262 °F (NTP, 1992)"
6926,"617 °F (decomposes) (NTP, 1992)"
8474,"Decomposes without melting (NTP, 1992)"
8479,"Decomposes without melting at 550 °F (NTP, 1992)"
13624,"435 °F (NTP, 1992)"
8706,"270 °F (NTP, 1992)"
7015,"122 to 127 °F (NTP, 1992)"
7102,"127 °F (NTP, 1992)"
1539,"257 to 261 °F (NTP, 1992)"
9500,"473 to 478 °F (NTP, 1992)"
7385,"greater than 572 °F (decomposes) (NTP, 1992)"
174223,"greater than 572 °F (NTP, 1992)"
7087,"376 to 385 °F (NTP, 1992)"
15352,"243 to 244 °F (NTP, 1992)"
10439,"138 to 140 °F (NTP, 1992)"
4075,"536 °F (decomposes) (NTP, 1992)"
2155,"194 °F (NTP, 1992)"
17083,"374 to 378 °F (NTP, 1992)"
19525,"208 to 210 °F (EPA, 1998)"
1639,"318 °F (NTP, 1992)"
222,"-107.9 °F (EPA, 1998)"
517165,"237.2 °F (USCG, 1999)"
15830,"388 °F (USCG, 1999)"
14013,"95 °F (USCG, 1999)"
14935,"258 °F (USCG, 1999)"
25514,"Sublimes without melting (USCG, 1999)"
25517,"662 °F (Sublimes) (NIOSH, 2024)"
24595,"356 °F (USCG, 1999)"
9964072,"446 °F (USCG, 1999)"
2723923,"241 °F (USCG, 1999)"
24656,"392 °F (USCG, 1999)"
N/A,"Decomposes >392 °F (NTP, 1992)"
22985,"337.8 °F (USCG, 1999)"
N/A,"32 °F (USCG, 1999)"
24482,"268 °F (USCG, 1999)"
15666,"320 °F (USCG, 1999)"
6096946,"Decomposes at 302 °F (NTP, 1992)"
6096946,"50 °F (USCG, 1999)"
2164,"313 to 316 °F (NTP, 1992)"
6055,"536 to 538 °F (NTP, 1992)"
5280965,"greater than 338 °F (decomposes) (NTP, 1992)"
23565,"388 to 392 °F (decomposes) (NTP, 1992)"
10977,"-146 °F (USCG, 1999)"
8067,"-105 °F (USCG, 1999)"
61250,"-190 °F (USCG, 1999)"
637563,"70.4 °F (NTP, 1992)"
7541,"318 to 320 °F (NTP, 1992)"
6115,"21 °F (EPA, 1998)"
8870,"388 °F (NTP, 1992)"
6913,"23 °F (EPA, 1998)"
N/A,"63 °F approximately (NTP, 1992)"
8418,"421 to 424 °F (NTP, 1992)"
2202,"349 to 358 °F (NTP, 1992)"
227,"291 to 295 °F (NTP, 1992)"
6780,"547 °F (sublimes) (NTP, 1992)"
24294,"37 °F (USCG, 1999)"
24557,"47 °F (EPA, 1998)"
73415808,"630 to 635 °F (NTP, 1992)"
5354495,"1167.3 °F (NTP, 1992)"
24615,"205.88 °F (USCG, 1999)"
24814,"163 °F (USCG, 1999)"
24554,"558 °F (USCG, 1999)"
14794,"1211 °F (NTP, 1992)"
14957,"300.2 °F (EPA, 1998)"
736366,"388 °F (EPA, 1998)"
5359596,"1135 °F (Sublimes) (NIOSH, 2024)"
N/A,"585 °F (USCG, 1999)"
14771,"599 °F (EPA, 1998)"
24570,"3.2 °F (EPA, 1998)"
14888,"379 to 594.1 °F ; Arsenolite and claudetite forms sublime at 379 °F. (EPA, 1998)"
71586773,"572 °F (USCG, 1999)"
N/A,"1135 °F (Sublimes) (NIOSH, 2024)"
23969,"-179 °F (EPA, 1998)"
N/A,"1112 °F (Decomposes) (NIOSH, 2024)"
N/A,"1112 °F (Decomposes) (NIOSH, 2024)"
86278622,"1112 °F (Decomposes) (NIOSH, 2024)"
N/A,"110 °F (USCG, 1999)"
33603,"372 °F (NTP, 1992)"
2256,"347 to 351 °F (NTP, 1992)"
17170,"513 °F (NTP, 1992)"
9444,"442 to 446 °F (decomposes) (NTP, 1992)"
2265,"469 to 471 °F (decomposes) (NTP, 1992)"
35370,"223 to 234 °F (NTP, 1992)"
17531,"127 °F (EPA, 1998)"
2268,"163 to 165 °F (EPA, 1998)"
11016,"106 °F (USCG, 1999)"
N/A,"154 °F (NTP, 1992)"
5462814,"437 °F (decomposes) (NTP, 1992)"
10316,"97 °F (NTP, 1992)"
2284,"372 to 376 °F (NTP, 1992)"
5355457,"1337 °F (NTP, 1992)"
26059,"777 °F (USCG, 1999)"
25204,"1764 to 1765 °F transition to cubic crystals at 1697 °F (NTP, 1992)"
5284346,"1765 °F (NTP, 1992)"
24798,"1098 °F (USCG, 1999)"
61623,"941 °F (USCG, 1999)"
14773,"842 °F (USCG, 1999)"
24414,"2876 °F (NIOSH, 2024)"
2310,"259 to 261 °F (NTP, 1992)"
28780,"Decomposes before melting (NTP, 1992)"
240,"-15 °F (NTP, 1992)"
2331,"270 to 271 °F (NTP, 1992)"
6697,"338 °F (NTP, 1992)"
241,"41.9 °F (NTP, 1992)"
12573,"-60 °F (USCG, 1999)"
N/A,"-11.2 °F (USCG, 1999)"
7482,"159.8 °F (EPA, 1998)"
7365,"320 °F decomposes (EPA, 1998)"
7371,"109 to 111 °F (NTP, 1992)"
7369,"58.1 °F (USCG, 1999)"
8478,"327 to 331 °F (NTP, 1992)"
21644026,"327 to 331 °F (NTP, 1992)"
7111,"262 °F (NTP, 1992)"
10754,"greater than 572 °F (NTP, 1992)"
8337,"347 °F (decomposes) (NTP, 1992)"
5798,"338 to 342 °F (NTP, 1992)"
19232,"415 to 417 °F (EPA, 1998)"
32346,"greater than 572 °F (NTP, 1992)"
9128,"352 to 354 °F (NTP, 1992)"
6796,"199 to 201 °F (NTP, 1992)"
9158,"423 °F (NTP, 1992)"
9223,"less than -0.4 °F (NTP, 1992)"
243,"252.3 °F (NTP, 1992)"
8400,"279 °F (NTP, 1992)"
7505,"9 °F (NTP, 1992)"
3102,"alpha-118.6 °F; beta-79 °F; gamma-117 °F. (NTP, 1992)"
4650,"240.3 °F (NTP, 1992)"
7220,"208 to 212 °F (NTP, 1992)"
7367,"23 °F (EPA, 1998)"
7368,"-20.4 °F (NTP, 1992)"
7412,"30.2 °F (NTP, 1992)"
7187,"217 to 221 °F (decomposes) (NTP, 1992)"
2336,"349.7 to 351.5 °F (NTP, 1992)"
9153,"325 to 329 °F (NTP, 1992)"
9117,"531 to 534 °F (NTP, 1992)"
8785,"-60.7 °F (NTP, 1992)"
244,"4.5 °F (NTP, 1992)"
